Period Ending,Country/Region,CLDR Territory Code,Product,Reason,Court Orders,"Executive, Police, etc.",Items Requested To Be Removed
2018-06-30,Israel,IL,Blogger,Other,1,0,1
2018-06-30,Israel,IL,Blogger,Privacy and Security,3,1,4
2018-06-30,Israel,IL,Gmail,Fraud,0,1,5
2018-06-30,Israel,IL,Google AdWords,Fraud,0,1,1
2018-06-30,Israel,IL,Google Images,Defamation,23,1,196
2018-06-30,Israel,IL,Google+,Defamation,4,0,7
2018-06-30,Israel,IL,Web Search,Defamation,94,32,891
2018-06-30,Israel,IL,Web Search,Drug Abuse,0,1,2
2018-06-30,Israel,IL,Web Search,Other,3,3,12
2018-06-30,Israel,IL,Web Search,Privacy and Security,7,9,55
2018-06-30,Israel,IL,YouTube,Defamation,0,6,10
2018-06-30,Israel,IL,YouTube,Government Criticism,0,1,3
2018-06-30,Israel,IL,YouTube,Privacy and Security,0,1,7
2018-06-30,Israel,IL,YouTube,Violence,0,1,1
2018-06-30,Italy,IT,Blogger,Copyright,1,0,1
2018-06-30,Italy,IT,Blogger,Defamation,20,2,158
2018-06-30,Italy,IT,Google Groups,Defamation,7,0,91
2018-06-30,Italy,IT,Google Images,Defamation,0,1,3
2018-06-30,Italy,IT,Google Maps,Defamation,1,0,3
2018-06-30,Italy,IT,Google Places,Defamation,1,0,1
2018-06-30,Italy,IT,Google+,Defamation,13,0,68
2018-06-30,Italy,IT,Web Search,Defamation,31,7,568
2018-06-30,Italy,IT,Web Search,Fraud,1,14,18
2018-06-30,Italy,IT,Web Search,Privacy and Security,0,52,462
2018-06-30,Italy,IT,Web Search,Trademark,1,0,2
2018-06-30,Italy,IT,YouTube,Bullying/Harassment,0,2,2
2018-06-30,Italy,IT,YouTube,Defamation,3,1,10
2018-06-30,Italy,IT,YouTube,Hate Speech,0,15,16
2018-06-30,Italy,IT,YouTube,Obscenity/Nudity,0,1,1
2018-06-30,Italy,IT,YouTube,Privacy and Security,0,1,1
2018-06-30,Italy,IT,YouTube,Reason Unspecified,0,1,1
2018-06-30,Italy,IT,YouTube,Regulated Goods and Services,1,0,6
2018-06-30,Italy,IT,YouTube,Violence,0,2,8
2018-06-30,Japan,JP,Blogger,Defamation,4,0,8
2018-06-30,Japan,JP,Blogger,Obscenity/Nudity,0,1,2
2018-06-30,Japan,JP,Google Places,Defamation,1,0,1
2018-06-30,Japan,JP,Web Search,Defamation,24,0,217
2018-06-30,Japan,JP,Web Search,Obscenity/Nudity,0,1,2
2018-06-30,Japan,JP,Web Search,Privacy and Security,1,0,4
2018-06-30,Kazakhstan,KZ,Google Docs,National Security,0,4,624
2018-06-30,Kazakhstan,KZ,Google Photos,National Security,0,2,3
2018-06-30,Kazakhstan,KZ,Web Search,Defamation,7,0,168
2018-06-30,Kazakhstan,KZ,Web Search,National Security,0,2,33
2018-06-30,Kazakhstan,KZ,YouTube,Adult Content,0,1,1
2018-06-30,Kazakhstan,KZ,YouTube,Defamation,0,1,1
2018-06-30,Kazakhstan,KZ,YouTube,Drug Abuse,0,1,14
2018-06-30,Kazakhstan,KZ,YouTube,Government Criticism,0,7,149
2018-06-30,Kazakhstan,KZ,YouTube,National Security,0,5,81
2018-06-30,Kazakhstan,KZ,YouTube,Privacy and Security,0,1,24
2018-06-30,Kenya,KE,Web Search,Defamation,1,0,1
2018-06-30,Kuwait,KW,Google Sites,National Security,0,2,2
2018-06-30,Kuwait,KW,Google+,Religious Offense,0,1,7
2018-06-30,Kyrgyzstan,KG,Google Videos,Defamation,0,1,1
2018-06-30,Latvia,LV,Web Search,Defamation,1,0,19
2018-06-30,Lebanon,LB,Web Search,Bullying/Harassment,1,0,1
2018-06-30,Lebanon,LB,YouTube,Defamation,0,1,1
2018-06-30,Liechtenstein,LI,Google+,Bullying/Harassment,10,0,50
2018-06-30,Liechtenstein,LI,Web Search,Defamation,1,0,2
2018-06-30,Lithuania,LT,YouTube,Defamation,1,0,12
2018-06-30,Malaysia,MY,Blogger,Impersonation,0,1,1
2018-06-30,Malaysia,MY,Blogger,Privacy and Security,0,1,2
2018-06-30,Malaysia,MY,Google Maps,Privacy and Security,0,1,1
2018-06-30,Malaysia,MY,Google Play Apps,Impersonation,0,4,10
2018-06-30,Malaysia,MY,Google+,Bullying/Harassment,0,1,35
2018-06-30,Malaysia,MY,Web Search,Impersonation,0,1,1
2018-06-30,Malaysia,MY,YouTube,Copyright,0,1,5
2018-06-30,Malaysia,MY,YouTube,Defamation,0,4,12
2018-06-30,Malaysia,MY,YouTube,Government Criticism,0,1,1
2018-06-30,Malaysia,MY,YouTube,Privacy and Security,0,1,1
2018-06-30,Malaysia,MY,YouTube,Religious Offense,0,2,25
2018-06-30,Mali,ML,YouTube,Defamation,0,1,3
2018-06-30,Malta,MT,Web Search,Privacy and Security,0,1,5
2018-06-30,Mauritius,MU,YouTube,Defamation,0,1,2
2018-06-30,Mexico,MX,Blogger,Defamation,3,0,13
2018-06-30,Mexico,MX,Blogger,Obscenity/Nudity,0,1,2
2018-06-30,Mexico,MX,Blogger,Other,0,1,1
2018-06-30,Mexico,MX,Web Search,Defamation,1,0,7
2018-06-30,Mexico,MX,YouTube,Bullying/Harassment,0,1,3
2018-06-30,Mexico,MX,YouTube,Electoral Law,1,0,1
2018-06-30,Mexico,MX,YouTube,Reason Unspecified,0,1,65
2018-06-30,Mexico,MX,YouTube,Regulated Goods and Services,0,1,4
2018-06-30,Moldova,MD,Web Search,Defamation,1,0,36
2018-06-30,Monaco,MC,Web Search,Privacy and Security,0,1,1
2018-06-30,Nepal,NP,YouTube,Copyright,0,2,4
2018-06-30,Nepal,NP,YouTube,Defamation,0,1,1
2018-06-30,Nepal,NP,YouTube,Privacy and Security,0,4,6
2018-06-30,Nepal,NP,YouTube,Reason Unspecified,0,1,4
2018-06-30,Netherlands,NL,Web Search,Adult Content,0,1,6
2018-06-30,Netherlands,NL,Web Search,Defamation,4,0,41
2018-06-30,Netherlands,NL,Web Search,Privacy and Security,1,11,98
2018-06-30,Netherlands,NL,YouTube,Privacy and Security,0,1,3
2018-06-30,New Zealand,NZ,Gmail,Bullying/Harassment,0,1,1
2018-06-30,New Zealand,NZ,Google Places,Bullying/Harassment,0,1,1
2018-06-30,New Zealand,NZ,Web Search,Defamation,1,0,1
2018-06-30,New Zealand,NZ,Web Search,Privacy and Security,2,0,7
2018-06-30,New Zealand,NZ,YouTube,Privacy and Security,0,2,2
2018-06-30,New Zealand,NZ,YouTube,Violence,0,1,1
2018-06-30,Nigeria,NG,Web Search,Defamation,1,0,8
2018-06-30,Norway,NO,Web Search,Privacy and Security,0,19,92
2018-06-30,Pakistan,PK,Blogger,Religious Offense,0,2,5
2018-06-30,Pakistan,PK,Google Docs,Government Criticism,0,1,1
2018-06-30,Pakistan,PK,Google Images,Religious Offense,0,1,4
2018-06-30,Pakistan,PK,Google Play Apps,Hate Speech,0,1,6
2018-06-30,Pakistan,PK,Google Play Apps,National Security,0,1,6
2018-06-30,Pakistan,PK,Google Videos,Copyright,0,1,10
2018-06-30,Pakistan,PK,Web Search,Defamation,0,1,1
2018-06-30,Pakistan,PK,Web Search,Religious Offense,0,1,16
2018-06-30,Pakistan,PK,YouTube,Copyright,2,18,120
2018-06-30,Pakistan,PK,YouTube,Defamation,1,26,109
2018-06-30,Pakistan,PK,YouTube,Government Criticism,0,2,3
2018-06-30,Pakistan,PK,YouTube,Hate Speech,0,3,6
2018-06-30,Pakistan,PK,YouTube,Impersonation,0,1,6
2018-06-30,Pakistan,PK,YouTube,Privacy and Security,0,6,17
2018-06-30,Pakistan,PK,YouTube,Reason Unspecified,0,10,43
2018-06-30,Pakistan,PK,YouTube,Religious Offense,8,107,1935
2018-06-30,Pakistan,PK,YouTube,Violence,0,3,35
2018-06-30,Peru,PE,Blogger,Privacy and Security,1,0,1
2018-06-30,Peru,PE,Web Search,Defamation,1,2,12
2018-06-30,Peru,PE,YouTube,Defamation,0,2,3
2018-06-30,Poland,PL,Google Maps,Defamation,0,1,1
2018-06-30,Poland,PL,Web Search,Defamation,1,0,3
2018-06-30,Poland,PL,Web Search,Privacy and Security,1,0,7
2018-06-30,Poland,PL,YouTube,Bullying/Harassment,0,1,1
2018-06-30,Poland,PL,YouTube,Defamation,1,2,5
2018-06-30,Poland,PL,YouTube,Privacy and Security,0,2,2
2018-06-30,Poland,PL,YouTube,Reason Unspecified,0,1,1
2018-06-30,Portugal,PT,Google Places,Trademark,1,0,1
2018-06-30,Portugal,PT,YouTube,Defamation,1,0,1
2018-06-30,Romania,RO,Blogger,Violence,0,1,1
2018-06-30,Romania,RO,Web Search,Defamation,2,0,7
2018-06-30,Romania,RO,Web Search,Privacy and Security,0,2,3
2018-06-30,Russia,RU,Blogger,Adult Content,0,11,13
2018-06-30,Russia,RU,Blogger,Defamation,6,1,8
2018-06-30,Russia,RU,Blogger,Drug Abuse,0,47,47
2018-06-30,Russia,RU,Blogger,Fraud,0,7,7
2018-06-30,Russia,RU,Blogger,Government Criticism,0,7,7
2018-06-30,Russia,RU,Blogger,Hate Speech,0,9,12
2018-06-30,Russia,RU,Blogger,National Security,0,47,47
2018-06-30,Russia,RU,Blogger,Obscenity/Nudity,0,27,42
2018-06-30,Russia,RU,Blogger,Other,0,1,1
2018-06-30,Russia,RU,Blogger,Privacy and Security,0,8,8
2018-06-30,Russia,RU,Blogger,Regulated Goods and Services,0,46,46
2018-06-30,Russia,RU,Blogger,Religious Offense,0,5,5
2018-06-30,Russia,RU,Blogger,Suicide Promotion,0,9,9
2018-06-30,Russia,RU,Blogger,Violence,0,1,1
2018-06-30,Russia,RU,Google App Engine,Adult Content,0,2,2
2018-06-30,Russia,RU,Google App Engine,Copyright,0,10,18
2018-06-30,Russia,RU,Google App Engine,Drug Abuse,0,6,6
2018-06-30,Russia,RU,Google App Engine,Fraud,0,4,4
2018-06-30,Russia,RU,Google App Engine,Government Criticism,0,6,6
2018-06-30,Russia,RU,Google App Engine,Hate Speech,0,3,3
2018-06-30,Russia,RU,Google App Engine,Impersonation,0,1,1
2018-06-30,Russia,RU,Google App Engine,National Security,0,44,44
2018-06-30,Russia,RU,Google App Engine,Obscenity/Nudity,0,2,2
2018-06-30,Russia,RU,Google App Engine,Other,0,1,1
2018-06-30,Russia,RU,Google App Engine,Reason Unspecified,0,290,290
2018-06-30,Russia,RU,Google App Engine,Regulated Goods and Services,0,23,23
2018-06-30,Russia,RU,Google App Engine,Suicide Promotion,0,9,9
2018-06-30,Russia,RU,Google App Engine,Trademark,0,2,2
2018-06-30,Russia,RU,Google Books,Fraud,0,1,1
2018-06-30,Russia,RU,Google Docs,Copyright,0,2,18
2018-06-30,Russia,RU,Google Docs,Hate Speech,0,1,1
2018-06-30,Russia,RU,Google Docs,National Security,0,181,181
2018-06-30,Russia,RU,Google Docs,Regulated Goods and Services,0,2,4
2018-06-30,Russia,RU,Google Docs,Suicide Promotion,0,1,1
2018-06-30,Russia,RU,Google Docs,Violence,0,1,1
2018-06-30,Russia,RU,Google Groups,National Security,0,2,2
2018-06-30,Russia,RU,Google Groups,Suicide Promotion,0,4,5
2018-06-30,Russia,RU,Google Images,National Security,0,1,1
2018-06-30,Russia,RU,Google Maps,Regulated Goods and Services,0,2,2
2018-06-30,Russia,RU,Google News,Government Criticism,0,1,1
2018-06-30,Russia,RU,Google Photos,National Security,0,14,14
2018-06-30,Russia,RU,Google Play Apps,Copyright,0,4,8
2018-06-30,Russia,RU,Google Play Apps,Defamation,0,1,1
2018-06-30,Russia,RU,Google Play Apps,Drug Abuse,0,38,38
2018-06-30,Russia,RU,Google Play Apps,National Security,0,3,3
2018-06-30,Russia,RU,Google Play Apps,Regulated Goods and Services,0,18,18
2018-06-30,Russia,RU,Google Sites,Defamation,0,19,19
2018-06-30,Russia,RU,Google Sites,Drug Abuse,0,58,58
2018-06-30,Russia,RU,Google Sites,Fraud,0,2,2
2018-06-30,Russia,RU,Google Sites,Regulated Goods and Services,0,4,4
2018-06-30,Russia,RU,Google Sites,Suicide Promotion,0,1,1
2018-06-30,Russia,RU,Google+,Adult Content,0,2,2
2018-06-30,Russia,RU,Google+,Defamation,1,0,1
2018-06-30,Russia,RU,Google+,Drug Abuse,0,262,262
2018-06-30,Russia,RU,Google+,Government Criticism,0,21,21
2018-06-30,Russia,RU,Google+,Hate Speech,0,1,1
2018-06-30,Russia,RU,Google+,National Security,0,95,96
2018-06-30,Russia,RU,Google+,Obscenity/Nudity,0,1,1
2018-06-30,Russia,RU,Google+,Other,0,1,1
2018-06-30,Russia,RU,Google+,Regulated Goods and Services,0,6,6
2018-06-30,Russia,RU,Google+,Suicide Promotion,0,7,7
2018-06-30,Russia,RU,Other,Drug Abuse,0,4,4
2018-06-30,Russia,RU,Web Search,Copyright,3,3385,3568
2018-06-30,Russia,RU,Web Search,Defamation,107,0,1639
2018-06-30,Russia,RU,Web Search,Fraud,0,1,1
2018-06-30,Russia,RU,Web Search,Hate Speech,0,1,1
2018-06-30,Russia,RU,Web Search,National Security,0,2,2
2018-06-30,Russia,RU,Web Search,Other,1,175,161640
2018-06-30,Russia,RU,Web Search,Privacy and Security,9,0,11
2018-06-30,Russia,RU,Web Search,Regulated Goods and Services,0,3,3
2018-06-30,Russia,RU,YouTube,Business Complaints,0,2,2
2018-06-30,Russia,RU,YouTube,Copyright,4,2,6
2018-06-30,Russia,RU,YouTube,Defamation,21,3,52
2018-06-30,Russia,RU,YouTube,Drug Abuse,0,722,722
2018-06-30,Russia,RU,YouTube,Fraud,0,156,156
2018-06-30,Russia,RU,YouTube,Government Criticism,0,59,59
2018-06-30,Russia,RU,YouTube,Hate Speech,0,172,172
2018-06-30,Russia,RU,YouTube,National Security,0,1770,1771
2018-06-30,Russia,RU,YouTube,Obscenity/Nudity,0,7,7
2018-06-30,Russia,RU,YouTube,Other,0,4,4
2018-06-30,Russia,RU,YouTube,Privacy and Security,0,26,32
2018-06-30,Russia,RU,YouTube,Reason Unspecified,0,1,1
2018-06-30,Russia,RU,YouTube,Regulated Goods and Services,0,10917,10921
2018-06-30,Russia,RU,YouTube,Religious Offense,0,2,2
2018-06-30,Russia,RU,YouTube,Suicide Promotion,0,118,118
2018-06-30,Russia,RU,YouTube,Violence,0,122,122
2018-06-30,Saudi Arabia,SA,Google Play Apps,Fraud,0,1,1
2018-06-30,Saudi Arabia,SA,Google Play Apps,Impersonation,0,2,5
2018-06-30,Saudi Arabia,SA,Google Play Apps,Other,0,1,1
2018-06-30,Saudi Arabia,SA,Google Play Apps,Privacy and Security,0,2,5
2018-06-30,Saudi Arabia,SA,Google Play Apps,Reason Unspecified,0,1,5
2018-06-30,Saudi Arabia,SA,Google+,Religious Offense,0,1,1
2018-06-30,Saudi Arabia,SA,YouTube,Copyright,0,2,2
2018-06-30,Saudi Arabia,SA,YouTube,Defamation,0,1,1
2018-06-30,Saudi Arabia,SA,YouTube,Government Criticism,0,3,5
2018-06-30,Singapore,SG,Blogger,Defamation,2,0,10
2018-06-30,Singapore,SG,Blogger,Privacy and Security,0,1,1
2018-06-30,Singapore,SG,Google Docs,Obscenity/Nudity,0,1,1
2018-06-30,Singapore,SG,Google Places,Reason Unspecified,0,1,3
2018-06-30,Singapore,SG,Web Search,Copyright,0,1,1
2018-06-30,Singapore,SG,Web Search: Autocomplete,Bullying/Harassment,1,0,2
2018-06-30,Singapore,SG,YouTube,Copyright,0,4,12
2018-06-30,Slovakia,SK,Web Search,Defamation,1,0,1
2018-06-30,Somalia,SO,Web Search,Trademark,1,0,1
2018-06-30,South Africa,ZA,Google+,Bullying/Harassment,1,0,1
2018-06-30,South Korea,KR,Blogger,Electoral Law,0,2,2
2018-06-30,South Korea,KR,Blogger,Obscenity/Nudity,0,1,8
2018-06-30,South Korea,KR,Blogger,Privacy and Security,0,1,11
2018-06-30,South Korea,KR,Blogger,Regulated Goods and Services,0,36,599
2018-06-30,South Korea,KR,Google Apps,Other,0,1,246
2018-06-30,South Korea,KR,Google Docs,Regulated Goods and Services,0,17,45
2018-06-30,South Korea,KR,Google Play Apps,Other,0,1,2
2018-06-30,South Korea,KR,Google+,Fraud,0,1,1
2018-06-30,South Korea,KR,Google+,Privacy and Security,0,10,203
2018-06-30,South Korea,KR,Google+,Regulated Goods and Services,0,1,1
2018-06-30,South Korea,KR,Web Search,Bullying/Harassment,0,2,5
2018-06-30,South Korea,KR,Web Search,Copyright,0,1,18
2018-06-30,South Korea,KR,Web Search,Fraud,0,1,1
2018-06-30,South Korea,KR,Web Search,Obscenity/Nudity,0,1,1
2018-06-30,South Korea,KR,Web Search,Privacy and Security,0,1,1
2018-06-30,South Korea,KR,Web Search,Regulated Goods and Services,0,1,1
2018-06-30,South Korea,KR,YouTube,Bullying/Harassment,0,2,3
2018-06-30,South Korea,KR,YouTube,Copyright,0,2,4
2018-06-30,South Korea,KR,YouTube,Defamation,0,1,1
2018-06-30,South Korea,KR,YouTube,Electoral Law,0,6,39
2018-06-30,South Korea,KR,YouTube,Obscenity/Nudity,0,1,11
2018-06-30,South Korea,KR,YouTube,Reason Unspecified,0,1,1
2018-06-30,South Korea,KR,YouTube,Regulated Goods and Services,0,6,59
2018-06-30,South Korea,KR,YouTube,Trademark,0,1,1
2018-06-30,Spain,ES,Blogger,Defamation,1,1,2
2018-06-30,Spain,ES,Gmail,Fraud,3,0,3
2018-06-30,Spain,ES,Google Docs,Privacy and Security,1,0,1
2018-06-30,Spain,ES,Google Places,Trademark,1,0,1
2018-06-30,Spain,ES,Google+,Fraud,1,0,1
2018-06-30,Spain,ES,Other,Fraud,0,1,1
2018-06-30,Spain,ES,Web Search,Copyright,1,3,12312
2018-06-30,Spain,ES,Web Search,Privacy and Security,0,36,139
2018-06-30,Spain,ES,Web Search,Trademark,2,0,2
2018-06-30,Spain,ES,YouTube,Defamation,2,1,3
2018-06-30,Spain,ES,YouTube,Hate Speech,1,0,3
2018-06-30,Spain,ES,YouTube,Privacy and Security,0,4,5
2018-06-30,Spain,ES,YouTube,Trademark,1,0,1
2018-06-30,Sweden,SE,YouTube,Privacy and Security,0,2,2
2018-06-30,Switzerland,CH,Google Places,Privacy and Security,0,1,1
2018-06-30,Switzerland,CH,Web Search,Defamation,4,1,11
2018-06-30,Switzerland,CH,Web Search,Other,1,0,3
2018-06-30,Switzerland,CH,Web Search,Privacy and Security,1,0,2
2018-06-30,Taiwan,TW,Web Search,Defamation,2,1,12
2018-06-30,Taiwan,TW,Web Search,Government Criticism,0,1,3
2018-06-30,Taiwan,TW,Web Search,Reason Unspecified,1,0,1
2018-06-30,Taiwan,TW,Web Search,Trademark,1,0,1
2018-06-30,Taiwan,TW,Web Search: Autocomplete,Defamation,0,1,4
2018-06-30,Thailand,TH,Web Search,Defamation,0,1,1
2018-06-30,Thailand,TH,YouTube,Adult Content,0,1,1
2018-06-30,Thailand,TH,YouTube,Defamation,0,1,1
2018-06-30,Thailand,TH,YouTube,Government Criticism,26,120,6410
2018-06-30,Thailand,TH,YouTube,Religious Offense,0,1,1
2018-06-30,Turkey,TR,Blogger,Defamation,110,0,516
2018-06-30,Turkey,TR,Blogger,Drug Abuse,1,1,2
2018-06-30,Turkey,TR,Blogger,Impersonation,1,0,2
2018-06-30,Turkey,TR,Blogger,National Security,21,2,28
2018-06-30,Turkey,TR,Blogger,Privacy and Security,26,1,124
2018-06-30,Turkey,TR,Blogger,Regulated Goods and Services,0,8,19
2018-06-30,Turkey,TR,Gmail,Bullying/Harassment,0,1,1
2018-06-30,Turkey,TR,Gmail,Impersonation,0,1,1
2018-06-30,Turkey,TR,Gmail,Privacy and Security,0,40,40
2018-06-30,Turkey,TR,Google AdWords,Defamation,1,0,1
2018-06-30,Turkey,TR,Google AdWords,Fraud,1,0,3
2018-06-30,Turkey,TR,Google Books,National Security,2,3,5
2018-06-30,Turkey,TR,Google Books,Other,0,1,1
2018-06-30,Turkey,TR,Google Docs,National Security,0,4,4
2018-06-30,Turkey,TR,Google Groups,National Security,0,1,1
2018-06-30,Turkey,TR,Google Images,Defamation,20,0,95
2018-06-30,Turkey,TR,Google Images,Privacy and Security,24,0,83
2018-06-30,Turkey,TR,Google Images,Trademark,2,0,28
2018-06-30,Turkey,TR,Google Photos,Defamation,2,0,2
2018-06-30,Turkey,TR,Google Photos,Privacy and Security,3,1,4
2018-06-30,Turkey,TR,Google Places,Defamation,8,0,19
2018-06-30,Turkey,TR,Google Places,Privacy and Security,0,3,4
2018-06-30,Turkey,TR,Google Play Apps,Defamation,0,1,1
2018-06-30,Turkey,TR,Google Play Apps,Drug Abuse,0,1,1
2018-06-30,Turkey,TR,Google Play Apps,Fraud,0,2,3
2018-06-30,Turkey,TR,Google Play Apps,National Security,2,0,2
2018-06-30,Turkey,TR,Google Play Apps,Privacy and Security,2,0,31
2018-06-30,Turkey,TR,Google Play Apps,Regulated Goods and Services,0,2,2
2018-06-30,Turkey,TR,Google Sites,Obscenity/Nudity,0,6,6
2018-06-30,Turkey,TR,Google Sites,Regulated Goods and Services,0,2,4
2018-06-30,Turkey,TR,Google URL Shortener,Defamation,19,0,40
2018-06-30,Turkey,TR,Google URL Shortener,Privacy and Security,2,0,19
2018-06-30,Turkey,TR,Google+,Defamation,11,2,18
2018-06-30,Turkey,TR,Google+,Drug Abuse,1,1,2
2018-06-30,Turkey,TR,Google+,National Security,7,30,57
2018-06-30,Turkey,TR,Google+,Obscenity/Nudity,0,25,25
2018-06-30,Turkey,TR,Google+,Other,0,2,2
2018-06-30,Turkey,TR,Google+,Privacy and Security,4,0,4
2018-06-30,Turkey,TR,Google+,Regulated Goods and Services,0,3,3
2018-06-30,Turkey,TR,Knowledge Graph,Defamation,0,1,1
2018-06-30,Turkey,TR,Web Search,Defamation,138,2,1205
2018-06-30,Turkey,TR,Web Search,National Security,5,1,14
2018-06-30,Turkey,TR,Web Search,Obscenity/Nudity,0,17,17
2018-06-30,Turkey,TR,Web Search,Privacy and Security,74,1,380
2018-06-30,Turkey,TR,Web Search,Trademark,2,0,26
2018-06-30,Turkey,TR,Web Search: Autocomplete,Defamation,1,1,3
2018-06-30,Turkey,TR,YouTube,Copyright,0,4,22
2018-06-30,Turkey,TR,YouTube,Defamation,203,22,1002
2018-06-30,Turkey,TR,YouTube,Drug Abuse,1,22,88
2018-06-30,Turkey,TR,YouTube,Hate Speech,0,1,1
2018-06-30,Turkey,TR,YouTube,National Security,66,115,3210
2018-06-30,Turkey,TR,YouTube,Obscenity/Nudity,2,30,195
2018-06-30,Turkey,TR,YouTube,Other,1,1,9
2018-06-30,Turkey,TR,YouTube,Privacy and Security,42,17,166
2018-06-30,Turkey,TR,YouTube,Reason Unspecified,0,1,3
2018-06-30,Turkey,TR,YouTube,Regulated Goods and Services,1,4,13
2018-06-30,Turkey,TR,YouTube,Religious Offense,1,0,2
2018-06-30,Turkey,TR,YouTube,Suicide Promotion,1,1,13
2018-06-30,Turkey,TR,YouTube,Trademark,3,0,3
2018-06-30,Ukraine,UA,Blogger,Defamation,10,0,19
2018-06-30,Ukraine,UA,Google Sites,Defamation,1,0,1
2018-06-30,Ukraine,UA,Web Search,Copyright,2,0,4
2018-06-30,Ukraine,UA,Web Search,Defamation,28,0,249
2018-06-30,Ukraine,UA,Web Search,Trademark,5,0,34
2018-06-30,Ukraine,UA,YouTube,Defamation,2,0,3
2018-06-30,United Arab Emirates,AE,Google Play Apps,Regulated Goods and Services,0,2,2
2018-06-30,United Arab Emirates,AE,Other,Regulated Goods and Services,0,1,1
2018-06-30,United Kingdom,GB,Blogger,National Security,0,2,23
2018-06-30,United Kingdom,GB,Gmail,Adult Content,0,1,1
2018-06-30,United Kingdom,GB,Google AdWords,Regulated Goods and Services,0,1,1
2018-06-30,United Kingdom,GB,Google Docs,National Security,0,50,110
2018-06-30,United Kingdom,GB,Google Docs,Privacy and Security,0,2,2
2018-06-30,United Kingdom,GB,Google Images,Defamation,1,0,7
2018-06-30,United Kingdom,GB,Google Images,Privacy and Security,1,2,3
2018-06-30,United Kingdom,GB,Google Maps,Other,0,1,1
2018-06-30,United Kingdom,GB,Google Photos,National Security,0,31,81
2018-06-30,United Kingdom,GB,Google URL Shortener,Defamation,1,0,19
2018-06-30,United Kingdom,GB,Google URL Shortener,National Security,0,3,3
2018-06-30,United Kingdom,GB,Google+,National Security,0,8,15
2018-06-30,United Kingdom,GB,Web Search,Defamation,5,2,15
2018-06-30,United Kingdom,GB,Web Search,National Security,0,13,28
2018-06-30,United Kingdom,GB,Web Search,Privacy and Security,1,73,601
2018-06-30,United Kingdom,GB,YouTube,Bullying/Harassment,0,4,4
2018-06-30,United Kingdom,GB,YouTube,Copyright,0,2,20
2018-06-30,United Kingdom,GB,YouTube,Obscenity/Nudity,0,3,4
2018-06-30,United Kingdom,GB,YouTube,Privacy and Security,1,11,34
2018-06-30,United States,US,Blogger,Bullying/Harassment,3,0,4
2018-06-30,United States,US,Blogger,Defamation,143,0,508
2018-06-30,United States,US,Blogger,Other,1,0,6
2018-06-30,United States,US,Blogger,Trademark,1,0,1
2018-06-30,United States,US,Chrome Web Store,Trademark,1,0,6
2018-06-30,United States,US,Gmail,Adult Content,1,0,4
2018-06-30,United States,US,Gmail,Bullying/Harassment,1,1,2
2018-06-30,United States,US,Gmail,Fraud,1,10,12
2018-06-30,United States,US,Gmail,Impersonation,0,1,1
2018-06-30,United States,US,Gmail,Privacy and Security,0,2,2
2018-06-30,United States,US,Gmail,Trademark,2,0,8
2018-06-30,United States,US,Google AdWords,Regulated Goods and Services,0,1,1
2018-06-30,United States,US,Google AdWords,Trademark,2,0,9
2018-06-30,United States,US,Google Docs,Obscenity/Nudity,0,1,1
2018-06-30,United States,US,Google Fiber,Regulated Goods and Services,0,1,1
2018-06-30,United States,US,Google Groups,Defamation,1,0,9
2018-06-30,United States,US,Google Images,Bullying/Harassment,2,0,7
2018-06-30,United States,US,Google Images,Copyright,1,0,1
2018-06-30,United States,US,Google Images,Defamation,2,0,28
2018-06-30,United States,US,Google Images,Privacy and Security,1,0,1
2018-06-30,United States,US,Google Images,Trademark,2,0,7
2018-06-30,United States,US,Google Maps,Defamation,1,0,11
2018-06-30,United States,US,Google Maps,Privacy and Security,0,8,8
2018-06-30,United States,US,Google Maps,Trademark,1,0,1
2018-06-30,United States,US,Google Photos,Bullying/Harassment,2,0,57
2018-06-30,United States,US,Google Photos,Defamation,1,0,6
2018-06-30,United States,US,Google Places,Bullying/Harassment,8,0,13
2018-06-30,United States,US,Google Places,Copyright,0,1,1
2018-06-30,United States,US,Google Places,Defamation,18,1,21
2018-06-30,United States,US,Google Places,Fraud,1,1,2
2018-06-30,United States,US,Google Places,Impersonation,0,1,1
2018-06-30,United States,US,Google Places,Privacy and Security,0,2,2
2018-06-30,United States,US,Google Places,Trademark,1,0,1
2018-06-30,United States,US,Google Play Apps,Regulated Goods and Services,0,1,12
2018-06-30,United States,US,Google Play Apps,Trademark,1,0,2
2018-06-30,United States,US,Google Sites,Defamation,3,0,4
2018-06-30,United States,US,Google Voice,Fraud,0,134,617
2018-06-30,United States,US,Google+,Bullying/Harassment,9,0,157
2018-06-30,United States,US,Google+,Defamation,10,0,60
2018-06-30,United States,US,Google+,Trademark,1,0,1
2018-06-30,United States,US,Other,Fraud,0,2,2
2018-06-30,United States,US,Other,Regulated Goods and Services,1,0,1
2018-06-30,United States,US,Other,Trademark,1,0,1
2018-06-30,United States,US,Web Search,Bullying/Harassment,29,0,102
2018-06-30,United States,US,Web Search,Copyright,9,0,97
2018-06-30,United States,US,Web Search,Defamation,467,0,2952
2018-06-30,United States,US,Web Search,Fraud,3,1,4
2018-06-30,United States,US,Web Search,Other,2,0,2
2018-06-30,United States,US,Web Search,Privacy and Security,1,2,4
2018-06-30,United States,US,Web Search,Reason Unspecified,4,0,18
